Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
4523,Hooli,Influencer,25-34,10,TV,0.1423,287.8,0.0,San Diego,Spanish,101,631,8.03,Middle Aged,2021-07-08
4524,Acme Corp,Email,45-54,85,Facebook,0.1692,81.49,42.61,Dallas,Spanish,2608,20993,4.66,Youth,2021-07-08
4525,Globex,Email,45-54,26,Instagram,0.1355,71.64,148.12,Chicago,German,4593,87980,3.14,Senior,2021-07-08
4526,Acme Corp,Influencer,35-44,45,YouTube,0.157,134.07,109.01,Chicago,Spanish,3503,49132,2.42,Middle Aged,2021-07-08
4527,Globex,TV,55+,39,Radio,0.0599,106.95,0.0,Los Angeles,German,696,8727,7.16,Youth,2021-07-08
4528,Hooli,Influencer,35-44,23,YouTube,0.1104,98.38,30.66,Los Angeles,German,1889,26466,0.85,Middle Aged,2021-07-08
4529,Globex,Email,55+,52,YouTube,0.1852,85.01,2.14,Phoenix,French,3904,27382,5.45,Youth,2021-07-08
4530,Initech,Radio,18-24,33,Radio,0.0158,123.94,65.08,Dallas,Spanish,1884,34823,5.41,Middle Aged,2021-07-08
4531,Globex,Social Media,55+,41,Google Ads,0.0967,131.79,47.55,San Diego,English,3169,44402,1.13,Middle Aged,2021-07-08
4532,Initech,Radio,18-24,12,YouTube,0.0597,79.77,36.41,Los Angeles,English,4166,50932,4.71,Middle Aged,2021-07-08
4533,Hooli,Radio,55+,44,YouTube,0.0586,100.81,88.92,New York,German,2271,25066,2.5,Youth,2021-07-08
4534,Globex,Email,18-24,63,Facebook,0.1453,60.98,61.16,Chicago,German,4853,82795,1.67,Middle Aged,2021-07-08
4535,Hooli,Influencer,25-34,71,Email,0.1461,11.91,86.76,San Diego,English,4425,40505,0.82,Youth,2021-07-08
4536,Umbrella,TV,45-54,38,Email,0.1052,45.54,107.06,Chicago,German,4768,33653,1.93,Youth,2021-07-08
4537,Umbrella,Radio,18-24,14,Instagram,0.0353,96.11,0.0,San Diego,German,4195,29925,6.45,Senior,2021-07-09
4538,Globex,Influencer,55+,67,Facebook,0.122,68.04,0.0,New York,English,616,4672,7.29,Youth,2021-07-09
4539,Umbrella,TV,18-24,28,YouTube,0.0778,126.33,128.56,San Diego,Spanish,413,5612,2.29,Youth,2021-07-09
4540,Acme Corp,Radio,55+,19,Email,0.032,55.92,0.0,San Diego,German,1460,22309,5.74,Youth,2021-07-09
4541,Acme Corp,TV,45-54,64,Twitter,0.0412,84.49,0.0,Houston,English,2224,42356,3.72,Youth,2021-07-09
4542,Initech,Influencer,25-34,76,Twitter,0.0852,56.86,6.54,Los Angeles,French,927,15637,5.42,Youth,2021-07-09
4543,Umbrella,Social Media,18-24,61,Twitter,0.0283,57.37,0.0,New York,German,1776,23509,2.46,Senior,2021-07-09
4544,Initech,Influencer,55+,65,YouTube,0.086,93.22,143.96,Phoenix,French,2247,39007,0.46,Middle Aged,2021-07-09
4545,Umbrella,Email,45-54,45,YouTube,0.1759,92.94,115.45,Houston,German,4491,81474,3.27,Senior,2021-07-09
4546,Acme Corp,TV,35-44,27,Radio,0.0192,140.76,0.0,Dallas,German,3878,58275,1.61,Senior,2021-07-09
4547,Umbrella,Social Media,35-44,49,Instagram,0.0946,67.81,12.8,New York,German,3863,20067,7.34,Middle Aged,2021-07-09
4548,Acme Corp,TV,18-24,88,TV,0.0946,315.81,81.43,Los Angeles,French,3429,31695,7.3,Youth,2021-07-09
4549,Acme Corp,TV,45-54,73,Instagram,0.0548,60.66,79.97,Houston,Spanish,1560,16227,0.73,Middle Aged,2021-07-09
4550,Hooli,Radio,18-24,56,Instagram,0.0135,102.52,31.62,Dallas,French,2854,54810,3.97,Youth,2021-07-09
4551,Acme Corp,Email,55+,63,Google Ads,0.146,136.59,119.06,Phoenix,German,2670,29690,0.93,Middle Aged,2021-07-09
4552,Acme Corp,TV,55+,11,Twitter,0.0614,64.26,108.21,San Diego,English,877,14983,7.15,Senior,2021-07-09
4553,Initech,Influencer,35-44,83,YouTube,0.1315,150.71,70.47,Dallas,French,1663,28673,0.18,Youth,2021-07-09
4554,Umbrella,Influencer,55+,59,Twitter,0.1235,70.18,36.38,San Diego,Spanish,494,6929,4.38,Senior,2021-07-09
4555,Globex,Radio,55+,7,Instagram,0.059,84.15,8.0,Dallas,English,1620,8587,1.52,Youth,2021-07-09
4556,Globex,Email,18-24,12,YouTube,0.18,95.06,152.64,Houston,French,1372,6973,6.65,Middle Aged,2021-07-09
4557,Acme Corp,Email,35-44,83,Facebook,0.1356,101.72,104.29,Dallas,English,754,13581,2.14,Middle Aged,2021-07-09
4558,Umbrella,Influencer,25-34,73,Radio,0.1621,144.69,88.51,Dallas,Spanish,3690,59269,4.07,Middle Aged,2021-07-09
4559,Hooli,Social Media,55+,23,Email,0.0899,62.7,17.89,Chicago,Spanish,1575,20540,0.05,Middle Aged,2021-07-09
4560,Globex,Radio,35-44,84,Email,0.01,22.96,0.0,New York,Spanish,2714,22166,9.89,Middle Aged,2021-07-09
4561,Initech,Radio,25-34,89,Instagram,0.0344,92.93,17.21,Houston,Spanish,2015,12767,7.54,Senior,2021-07-10
4562,Initech,Influencer,25-34,79,TV,0.1148,319.74,7.47,New York,English,102,1268,1.64,Senior,2021-07-10
4563,Initech,Influencer,35-44,84,Twitter,0.1524,69.18,64.82,New York,French,512,6902,4.44,Youth,2021-07-10
4564,Hooli,Social Media,18-24,46,Facebook,0.0626,64.87,90.94,San Diego,English,4215,55683,4.98,Senior,2021-07-10
4565,Hooli,Social Media,35-44,7,YouTube,0.0845,94.3,35.7,New York,Spanish,4191,80394,2.26,Youth,2021-07-10
4566,Hooli,Email,25-34,87,TV,0.1074,271.51,41.82,San Diego,French,3949,75250,0.85,Youth,2021-07-10
4567,Umbrella,Radio,25-34,77,Twitter,0.0151,88.25,14.68,Chicago,English,4640,60713,5.69,Senior,2021-07-10
4568,Umbrella,Radio,25-34,19,Instagram,0.0639,114.41,80.26,Dallas,German,1469,25317,8.35,Senior,2021-07-10
4569,Umbrella,Influencer,35-44,89,Twitter,0.0834,67.46,131.84,Houston,German,4033,69197,5.72,Youth,2021-07-10
4570,Hooli,Email,55+,51,Instagram,0.179,120.26,31.62,Chicago,German,1853,30181,6.31,Senior,2021-07-10
4571,Globex,Radio,25-34,63,Google Ads,0.0742,134.82,97.25,Dallas,French,3511,38695,5.91,Senior,2021-07-10
4572,Globex,Email,35-44,21,Email,0.1872,50.37,133.69,Los Angeles,French,2520,25775,4.56,Senior,2021-07-10
4573,Globex,Email,18-24,35,TV,0.1964,326.9,36.47,Houston,English,2829,22735,1.47,Middle Aged,2021-07-10
4574,Umbrella,Influencer,55+,54,Email,0.1433,64.26,22.78,Dallas,Spanish,452,9093,2.02,Middle Aged,2021-07-10
4575,Umbrella,Email,45-54,67,Twitter,0.1628,93.77,129.22,Houston,German,577,10365,3.28,Youth,2021-07-10
4576,Globex,Social Media,18-24,29,Facebook,0.0986,107.84,77.0,Chicago,Spanish,2391,17222,2.94,Senior,2021-07-10
4577,Hooli,Social Media,55+,74,YouTube,0.0821,95.22,0.0,San Diego,French,4922,40089,5.22,Youth,2021-07-10
4578,Globex,TV,18-24,86,Instagram,0.0388,103.78,0.0,Houston,Spanish,4039,52780,4.21,Senior,2021-07-10
4579,Globex,Influencer,45-54,56,YouTube,0.1431,61.36,98.21,Chicago,English,4603,51143,6.37,Middle Aged,2021-07-10
4580,Acme Corp,TV,25-34,58,Email,0.0635,26.76,78.16,Dallas,German,2200,17668,8.4,Senior,2021-07-10
4581,Umbrella,Social Media,18-24,63,Radio,0.1064,160.09,73.13,New York,English,3847,61562,0.49,Senior,2021-07-10
4582,Acme Corp,TV,18-24,46,Facebook,0.0437,87.26,0.0,Dallas,Spanish,3787,19345,4.62,Senior,2021-07-10
4583,Acme Corp,Influencer,55+,28,Facebook,0.1164,61.0,22.16,Los Angeles,Spanish,3028,31164,2.16,Middle Aged,2021-07-10
4584,Initech,Influencer,35-44,38,YouTube,0.1263,92.43,14.25,New York,Spanish,3325,60644,9.1,Middle Aged,2021-07-10
4585,Acme Corp,Email,55+,43,Email,0.1462,57.13,107.71,San Diego,French,1450,23643,5.44,Middle Aged,2021-07-11
4586,Hooli,Radio,35-44,72,Radio,0.1253,149.91,39.3,Dallas,German,472,5611,8.84,Youth,2021-07-11
4587,Globex,Email,45-54,67,YouTube,0.208,95.43,130.72,Phoenix,German,1589,29554,6.7,Senior,2021-07-11
4588,Initech,Influencer,55+,47,Twitter,0.1201,41.8,68.65,Phoenix,German,3737,68046,1.35,Middle Aged,2021-07-11
4589,Hooli,Social Media,18-24,33,Facebook,0.0761,87.01,0.0,New York,German,2967,15457,8.47,Youth,2021-07-11
4590,Initech,Social Media,45-54,49,Facebook,0.0934,76.21,90.82,San Diego,French,3665,22401,3.17,Middle Aged,2021-07-11
4591,Initech,Email,55+,24,Twitter,0.1371,113.46,126.79,Chicago,German,1573,16051,7.44,Senior,2021-07-11
4592,Initech,Influencer,25-34,35,Email,0.1066,78.1,100.0,Phoenix,English,1747,31964,5.08,Youth,2021-07-11
4593,Acme Corp,Social Media,45-54,35,Facebook,0.0813,82.69,51.47,Phoenix,English,1122,19169,7.3,Middle Aged,2021-07-11
4594,Hooli,Influencer,25-34,78,TV,0.1089,261.18,49.75,Chicago,French,2322,12575,5.28,Middle Aged,2021-07-11
4595,Initech,Social Media,55+,21,Radio,0.0855,198.49,12.2,Houston,German,4517,54606,9.28,Youth,2021-07-11
4596,Initech,Influencer,55+,73,Google Ads,0.1311,136.34,128.85,Chicago,German,1191,18391,5.1,Youth,2021-07-11
4597,Globex,TV,55+,82,Google Ads,0.01,108.99,85.92,Los Angeles,English,2945,26847,0.61,Youth,2021-07-11
4598,Acme Corp,Influencer,35-44,9,Google Ads,0.0622,137.72,0.0,San Diego,French,2639,40184,4.52,Youth,2021-07-11
4599,Umbrella,Influencer,45-54,43,Instagram,0.0946,105.91,0.0,Houston,French,2479,25091,9.67,Youth,2021-07-11
4600,Hooli,Email,45-54,25,TV,0.1584,286.89,27.07,Houston,French,4966,44805,7.9,Middle Aged,2021-07-11
4601,Globex,TV,25-34,45,Instagram,0.0269,71.39,0.0,San Diego,German,3214,32447,6.32,Youth,2021-07-11
4602,Umbrella,Radio,25-34,49,Email,0.1093,64.84,71.12,San Diego,French,589,12178,1.51,Youth,2021-07-11
4603,Umbrella,Email,25-34,26,Twitter,0.1768,91.51,22.57,San Diego,English,2691,48973,1.83,Senior,2021-07-11
4604,Hooli,Radio,45-54,46,YouTube,0.0987,106.42,21.37,Dallas,English,3940,70973,7.22,Middle Aged,2021-07-11
4605,Hooli,Social Media,25-34,81,TV,0.107,305.12,26.9,Los Angeles,German,4080,74132,7.31,Senior,2021-07-11
4606,Umbrella,Radio,18-24,87,Radio,0.01,177.08,13.68,New York,Spanish,135,1512,3.73,Middle Aged,2021-07-11
4607,Acme Corp,Influencer,55+,25,Email,0.085,47.0,32.26,Houston,French,1405,25567,9.95,Middle Aged,2021-07-11
4608,Hooli,Radio,25-34,30,YouTube,0.0247,42.23,34.72,Houston,French,2798,22617,6.91,Middle Aged,2021-07-11
4609,Initech,Email,18-24,66,Email,0.1141,60.69,51.28,New York,German,2940,50739,8.94,Youth,2021-07-12
4610,Acme Corp,Email,25-34,13,Instagram,0.1824,113.05,101.24,Los Angeles,Spanish,272,3733,0.46,Senior,2021-07-12
4611,Hooli,Radio,55+,7,Google Ads,0.0352,129.51,114.24,Houston,Spanish,1799,14822,6.24,Middle Aged,2021-07-12
4612,Initech,Email,18-24,66,Twitter,0.1562,44.42,84.9,San Diego,Spanish,4485,45109,7.5,Middle Aged,2021-07-12
4613,Hooli,Email,55+,72,Instagram,0.1913,77.17,109.08,New York,Spanish,3589,39640,7.97,Middle Aged,2021-07-12
4614,Hooli,Radio,35-44,54,Twitter,0.0978,67.21,169.99,Los Angeles,French,3273,49273,6.72,Senior,2021-07-12
4615,Acme Corp,TV,55+,80,TV,0.0419,273.55,13.42,Los Angeles,German,764,10926,6.06,Middle Aged,2021-07-12
4616,Initech,TV,45-54,55,YouTube,0.01,88.47,78.41,Phoenix,English,2598,44960,7.46,Senior,2021-07-12
4617,Umbrella,Social Media,55+,13,Email,0.0444,77.9,83.64,Houston,English,2135,21755,0.39,Senior,2021-07-12
4618,Globex,Email,35-44,54,Facebook,0.1845,60.11,45.33,Houston,English,4126,66766,7.51,Youth,2021-07-12
4619,Umbrella,Radio,25-34,37,Facebook,0.048,74.06,31.4,New York,Spanish,220,4213,3.3,Middle Aged,2021-07-12
4620,Initech,Email,45-54,57,Twitter,0.1233,84.33,93.64,New York,French,1180,6811,7.61,Middle Aged,2021-07-12
4621,Globex,Influencer,35-44,87,Google Ads,0.1412,87.81,117.68,Phoenix,English,4302,43627,7.77,Senior,2021-07-12
4622,Acme Corp,Email,55+,66,Google Ads,0.1177,147.12,19.41,New York,French,2386,43516,2.77,Senior,2021-07-12
4623,Globex,Email,35-44,82,Twitter,0.0968,57.65,8.81,Phoenix,French,1536,23492,7.15,Youth,2021-07-12
4624,Acme Corp,TV,25-34,78,Instagram,0.01,68.94,49.49,Dallas,German,120,1378,3.29,Middle Aged,2021-07-12
4625,Acme Corp,Radio,45-54,66,Facebook,0.01,107.75,0.0,Chicago,English,952,6960,7.25,Senior,2021-07-12
4626,Umbrella,Email,18-24,85,Instagram,0.1847,107.44,76.11,Phoenix,German,3704,22384,1.9,Middle Aged,2021-07-12
4627,Globex,TV,35-44,81,YouTube,0.0439,79.5,0.0,Chicago,French,3090,25404,0.78,Middle Aged,2021-07-12
4628,Acme Corp,Social Media,35-44,73,Facebook,0.079,72.37,0.0,Dallas,German,3162,26162,5.88,Middle Aged,2021-07-12
4629,Globex,TV,55+,63,YouTube,0.0556,105.67,15.59,Phoenix,Spanish,3741,37478,1.93,Senior,2021-07-12
4630,Initech,TV,45-54,30,Email,0.0197,43.46,2.84,Chicago,French,2097,15085,8.95,Middle Aged,2021-07-12
4631,Umbrella,TV,18-24,29,Instagram,0.0356,115.69,24.95,Houston,Spanish,3923,27634,1.58,Senior,2021-07-12
4632,Initech,Email,35-44,77,Twitter,0.1385,87.27,62.66,San Diego,French,2044,35104,6.07,Youth,2021-07-12
4633,Globex,Email,18-24,38,Facebook,0.1221,19.95,106.43,Phoenix,English,4851,39702,6.97,Youth,2021-07-13
4634,Hooli,Social Media,18-24,77,Instagram,0.0654,73.47,94.99,Los Angeles,Spanish,1317,17408,0.03,Senior,2021-07-13
4635,Globex,Influencer,25-34,55,Twitter,0.1164,59.2,23.28,San Diego,German,1109,8326,8.7,Middle Aged,2021-07-13
4636,Acme Corp,Influencer,55+,52,Email,0.1126,40.59,0.0,Phoenix,German,2821,34057,7.27,Youth,2021-07-13
4637,Umbrella,Influencer,18-24,46,Facebook,0.133,88.92,87.45,New York,French,2794,26030,7.7,Youth,2021-07-13
4638,Hooli,Social Media,55+,80,YouTube,0.0654,122.7,83.79,San Diego,French,3925,23582,0.56,Senior,2021-07-13
4639,Globex,Influencer,25-34,59,Email,0.1663,37.19,44.36,Houston,English,116,2656,3.52,Senior,2021-07-13
4640,Umbrella,Influencer,18-24,68,Google Ads,0.089,97.46,29.18,Houston,English,3942,44314,6.42,Senior,2021-07-13
4641,Acme Corp,TV,55+,9,Twitter,0.0341,63.52,65.53,New York,Spanish,2543,25592,2.29,Senior,2021-07-13
4642,Globex,Email,45-54,8,Radio,0.1618,106.7,136.34,New York,German,4905,35080,8.32,Senior,2021-07-13
4643,Initech,Email,55+,60,Facebook,0.1685,93.94,107.74,San Diego,French,3247,39913,4.08,Senior,2021-07-13
4644,Hooli,TV,45-54,57,Facebook,0.0138,77.5,8.79,Chicago,German,302,4460,8.01,Senior,2021-07-13
4645,Umbrella,TV,25-34,52,TV,0.0469,291.71,0.0,Houston,French,332,3098,8.76,Middle Aged,2021-07-13
4646,Globex,TV,25-34,25,TV,0.074,304.38,48.11,Dallas,German,886,11117,4.75,Middle Aged,2021-07-13
4647,Umbrella,Email,45-54,28,Email,0.1019,31.65,55.29,San Diego,French,4866,39753,2.27,Middle Aged,2021-07-13
4648,Hooli,Influencer,35-44,25,Facebook,0.1174,73.0,91.86,Chicago,English,4965,60305,3.81,Middle Aged,2021-07-13
4649,Initech,TV,18-24,27,Twitter,0.01,56.43,25.18,Houston,Spanish,1872,30021,4.99,Youth,2021-07-13
4650,Globex,Social Media,18-24,33,Email,0.0556,12.12,0.0,Dallas,English,195,1477,4.55,Middle Aged,2021-07-13
4651,Hooli,TV,45-54,27,YouTube,0.0526,99.87,19.16,Los Angeles,Spanish,4835,58649,0.05,Youth,2021-07-13
4652,Acme Corp,Radio,18-24,86,Email,0.0335,100.35,82.05,Houston,English,373,4729,0.84,Youth,2021-07-13
4653,Globex,TV,25-34,61,Email,0.0158,50.56,0.0,Houston,Spanish,4089,24631,4.56,Youth,2021-07-13
4654,Acme Corp,Email,35-44,35,Radio,0.1866,134.54,26.03,San Diego,German,1499,28536,4.37,Senior,2021-07-13
4655,Initech,TV,45-54,39,YouTube,0.04,101.14,0.0,San Diego,German,2120,17731,8.9,Youth,2021-07-13
4656,Initech,Radio,25-34,81,Google Ads,0.0565,98.1,61.4,Los Angeles,German,3670,48031,2.77,Youth,2021-07-13
4657,Globex,Social Media,25-34,16,TV,0.1251,288.06,37.57,San Diego,French,4997,50874,9.77,Youth,2021-07-14
4658,Umbrella,Influencer,45-54,27,Twitter,0.0997,61.48,55.69,Los Angeles,English,2323,21256,9.73,Senior,2021-07-14
4659,Umbrella,TV,45-54,23,Google Ads,0.0685,108.9,58.94,Los Angeles,French,2043,25512,1.88,Middle Aged,2021-07-14
4660,Umbrella,Radio,55+,64,Google Ads,0.0525,114.12,50.62,Dallas,French,2192,33773,0.24,Middle Aged,2021-07-14
4661,Umbrella,Radio,25-34,69,Google Ads,0.01,133.82,0.0,Los Angeles,English,1984,32402,1.98,Youth,2021-07-14
4662,Hooli,Social Media,18-24,68,TV,0.1162,291.87,42.33,Phoenix,English,4625,65324,4.19,Youth,2021-07-14
4663,Globex,Email,35-44,80,Instagram,0.153,84.08,66.56,Phoenix,Spanish,775,9999,3.67,Middle Aged,2021-07-14
4664,Umbrella,TV,55+,12,TV,0.034,261.65,99.78,Houston,French,1733,28162,4.74,Middle Aged,2021-07-14
4665,Initech,Radio,25-34,16,Google Ads,0.01,93.55,0.0,Phoenix,English,1430,17488,6.92,Middle Aged,2021-07-14
4666,Globex,Social Media,45-54,52,Instagram,0.0418,91.63,51.73,Los Angeles,German,3075,58557,5.18,Middle Aged,2021-07-14
4667,Umbrella,Influencer,35-44,77,YouTube,0.1167,122.84,94.16,Los Angeles,English,1366,16791,3.45,Youth,2021-07-14
4668,Acme Corp,Radio,35-44,17,TV,0.01,296.23,59.77,Dallas,German,236,2597,6.76,Youth,2021-07-14
4669,Globex,Social Media,25-34,49,Twitter,0.099,68.52,93.6,Phoenix,German,1031,12243,3.34,Youth,2021-07-14
4670,Umbrella,Email,18-24,64,Google Ads,0.1386,91.62,72.14,Phoenix,English,2041,25005,3.53,Middle Aged,2021-07-14
4671,Hooli,Email,35-44,44,Facebook,0.1032,63.59,76.28,Phoenix,German,268,3257,3.43,Senior,2021-07-14
4672,Acme Corp,Radio,25-34,29,YouTube,0.0201,104.77,134.61,Phoenix,German,561,4085,3.04,Middle Aged,2021-07-14
4673,Acme Corp,Radio,35-44,52,Instagram,0.01,114.05,0.0,New York,French,4605,50996,7.01,Middle Aged,2021-07-14
4674,Initech,TV,18-24,38,TV,0.0133,304.02,0.0,San Diego,English,3616,65504,1.75,Senior,2021-07-14
4675,Umbrella,Social Media,55+,73,Twitter,0.0135,67.38,0.0,New York,English,655,5791,7.74,Senior,2021-07-14
4676,Umbrella,Radio,25-34,15,Email,0.043,55.17,30.83,Houston,German,697,7096,9.23,Middle Aged,2021-07-14
4677,Globex,TV,25-34,10,Twitter,0.0214,49.78,0.0,Phoenix,Spanish,2945,47818,2.76,Senior,2021-07-14
4678,Initech,TV,55+,56,Twitter,0.1063,51.37,0.14,San Diego,German,1365,8924,7.04,Senior,2021-07-14
4679,Acme Corp,Radio,45-54,75,Google Ads,0.0698,115.38,35.27,New York,Spanish,4419,75973,6.04,Senior,2021-07-14
4680,Hooli,Email,25-34,83,Google Ads,0.1989,96.9,31.09,Dallas,German,4104,61949,3.0,Middle Aged,2021-07-14
4681,Umbrella,Social Media,45-54,79,TV,0.1015,314.0,113.61,New York,German,925,12454,2.36,Middle Aged,2021-07-15
4682,Acme Corp,Social Media,25-34,21,TV,0.0625,318.78,83.26,Houston,French,1974,16599,9.44,Senior,2021-07-15
4683,Umbrella,Email,35-44,65,Radio,0.1597,144.55,168.15,San Diego,German,1798,11554,6.97,Youth,2021-07-15
4684,Umbrella,Radio,18-24,26,Instagram,0.0309,105.11,148.21,New York,French,1631,13218,6.45,Senior,2021-07-15
4685,Hooli,Social Media,35-44,74,Radio,0.0902,179.75,0.0,Phoenix,English,3860,62637,9.97,Senior,2021-07-15
4686,Hooli,Radio,25-34,60,TV,0.0667,308.06,25.32,Houston,German,343,7486,3.53,Middle Aged,2021-07-15
4687,Hooli,Radio,45-54,19,Instagram,0.0579,107.94,93.58,San Diego,English,2368,38384,2.29,Youth,2021-07-15
4688,Globex,TV,45-54,15,Google Ads,0.0503,118.48,88.6,Houston,German,134,2131,3.3,Senior,2021-07-15
4689,Hooli,Email,55+,18,Google Ads,0.152,138.01,118.98,Houston,French,1290,24855,1.7,Youth,2021-07-15
4690,Hooli,Radio,55+,30,Facebook,0.0466,77.5,0.0,Los Angeles,German,2879,49714,9.25,Middle Aged,2021-07-15
4691,Hooli,Influencer,55+,34,Facebook,0.1532,66.06,90.6,New York,French,2558,35926,6.97,Youth,2021-07-15
4692,Hooli,Email,18-24,13,YouTube,0.1353,113.87,120.63,Dallas,Spanish,1081,6231,6.05,Middle Aged,2021-07-15
4693,Initech,Social Media,55+,54,Google Ads,0.0722,124.4,18.89,Houston,English,1518,13710,8.07,Senior,2021-07-15
4694,Globex,TV,45-54,21,Email,0.0348,65.6,0.0,New York,English,108,1744,5.16,Middle Aged,2021-07-15
4695,Umbrella,Social Media,35-44,23,Facebook,0.0841,65.18,28.29,Los Angeles,German,3353,33910,1.91,Youth,2021-07-15
4696,Globex,Social Media,25-34,57,Instagram,0.0991,96.35,21.23,San Diego,German,3214,33001,1.54,Youth,2021-07-15
4697,Globex,Email,55+,79,Twitter,0.159,88.84,93.11,Los Angeles,German,3803,72664,5.23,Youth,2021-07-15
4698,Globex,Social Media,18-24,46,TV,0.0783,291.08,0.0,Houston,Spanish,212,4269,8.05,Senior,2021-07-15
4699,Hooli,Radio,35-44,73,TV,0.0722,316.02,118.17,Houston,English,1041,16485,2.22,Youth,2021-07-15
4700,Globex,Social Media,45-54,40,YouTube,0.0562,131.46,0.0,Phoenix,Spanish,1442,16792,7.05,Youth,2021-07-15
4701,Initech,TV,18-24,12,Facebook,0.01,68.22,0.0,Dallas,Spanish,1556,15692,2.5,Youth,2021-07-15
4702,Umbrella,TV,25-34,82,Twitter,0.0596,75.31,9.72,Dallas,French,865,5962,4.33,Middle Aged,2021-07-15
4703,Globex,Influencer,55+,14,Twitter,0.1188,105.09,72.89,Houston,French,4426,48885,0.61,Youth,2021-07-15
4704,Umbrella,TV,25-34,33,Facebook,0.045,51.29,0.0,San Diego,German,3307,26701,5.03,Middle Aged,2021-07-15
4705,Acme Corp,Social Media,25-34,84,Email,0.0404,58.09,0.0,Chicago,French,4707,47552,1.69,Youth,2021-07-16
4706,Acme Corp,TV,45-54,76,Email,0.056,63.86,24.84,New York,French,779,6019,8.44,Middle Aged,2021-07-16
4707,Globex,Email,35-44,12,YouTube,0.2039,100.41,68.23,Dallas,Spanish,2562,25812,9.57,Middle Aged,2021-07-16
4708,Initech,TV,55+,52,Radio,0.0101,194.75,0.0,Houston,French,2194,11675,0.84,Senior,2021-07-16
4709,Acme Corp,Radio,45-54,51,Email,0.0353,59.82,65.02,Dallas,English,1208,6558,5.34,Senior,2021-07-16
4710,Acme Corp,Email,35-44,46,YouTube,0.1523,126.9,122.46,Dallas,French,2578,46418,7.04,Middle Aged,2021-07-16
4711,Initech,Influencer,35-44,10,Radio,0.1067,166.67,98.89,Dallas,English,2240,31949,0.65,Middle Aged,2021-07-16
4712,Hooli,Radio,18-24,46,Radio,0.0449,179.89,50.79,Phoenix,German,3601,47785,5.54,Senior,2021-07-16
4713,Globex,Social Media,45-54,30,Instagram,0.0666,93.52,0.0,Dallas,German,3600,44139,9.37,Middle Aged,2021-07-16
4714,Acme Corp,Social Media,45-54,70,Radio,0.0846,123.9,41.13,Los Angeles,English,258,4026,5.27,Senior,2021-07-16
4715,Initech,Social Media,35-44,56,Facebook,0.0724,90.93,103.92,San Diego,Spanish,994,16529,6.21,Senior,2021-07-16
4716,Acme Corp,Radio,55+,59,Radio,0.0239,116.28,0.0,San Diego,Spanish,1895,36518,3.28,Youth,2021-07-16
4717,Umbrella,Radio,18-24,25,Twitter,0.0377,63.32,0.0,Los Angeles,French,4313,35201,6.15,Youth,2021-07-16
4718,Acme Corp,Radio,55+,65,YouTube,0.0544,90.67,40.71,Dallas,French,4352,69958,8.88,Senior,2021-07-16
4719,Umbrella,Email,25-34,25,TV,0.1033,292.24,89.66,San Diego,English,3604,69253,3.29,Senior,2021-07-16
4720,Hooli,Email,35-44,44,Email,0.1708,75.28,119.46,San Diego,French,3779,19874,7.72,Middle Aged,2021-07-16
4721,Initech,Social Media,25-34,27,TV,0.0582,299.49,45.19,Chicago,English,356,4032,5.71,Senior,2021-07-16
4722,Hooli,TV,55+,43,YouTube,0.0686,141.12,0.0,Houston,Spanish,1959,21859,2.57,Senior,2021-07-16
4723,Umbrella,Social Media,18-24,63,Google Ads,0.0599,118.71,54.47,Chicago,English,2146,37083,3.91,Youth,2021-07-16
4724,Acme Corp,Influencer,35-44,53,YouTube,0.1414,57.25,39.73,San Diego,French,2615,13500,3.58,Senior,2021-07-16
4725,Hooli,Email,35-44,87,Email,0.1485,38.16,91.31,Dallas,German,2846,37451,4.68,Middle Aged,2021-07-16
4726,Umbrella,Radio,18-24,37,Google Ads,0.0121,137.01,0.0,Phoenix,English,2913,52885,1.13,Senior,2021-07-16
4727,Hooli,Email,45-54,44,Google Ads,0.1368,93.05,52.68,New York,Spanish,520,4607,1.51,Youth,2021-07-16
4728,Umbrella,Radio,55+,9,Radio,0.0758,142.88,154.42,Phoenix,English,4573,27962,3.78,Youth,2021-07-16
4729,Acme Corp,Influencer,35-44,15,Email,0.1216,66.33,1.53,Chicago,French,3863,73561,5.62,Youth,2021-07-17
4730,Hooli,Influencer,35-44,53,Google Ads,0.1063,113.69,16.26,Chicago,Spanish,4017,68424,6.18,Youth,2021-07-17
4731,Initech,Email,25-34,67,Facebook,0.1842,68.9,145.54,Los Angeles,Spanish,4707,70856,9.1,Senior,2021-07-17
4732,Hooli,Radio,25-34,82,Twitter,0.0657,95.09,119.93,Phoenix,French,2789,28441,5.69,Middle Aged,2021-07-17
4733,Umbrella,Influencer,18-24,15,TV,0.0948,295.46,80.86,New York,French,1144,20308,7.3,Middle Aged,2021-07-17
4734,Globex,Social Media,18-24,53,Facebook,0.0739,59.15,25.55,Dallas,French,4992,90458,4.82,Middle Aged,2021-07-17
4735,Acme Corp,Social Media,45-54,37,Facebook,0.0271,96.67,0.0,Los Angeles,French,1199,18121,5.23,Senior,2021-07-17
4736,Hooli,Radio,35-44,46,Email,0.0662,72.74,76.2,New York,English,889,9863,5.9,Senior,2021-07-17
